paper_id,title,doi,confidence_score,final_confidence
BES-0339,"Blockchain-Powered E-Voting: A Novel Approach to Secure Voter Authentication, Online Voting and Election Automation",10.17485/ijst/v17i47.3573,0.9,HIGH
BES-0340,Disrupting the Ballot Box: Blockchain as a Catalyst for Innovation in Electoral Processes,10.1109/icaccess61735.2024.10499541,0.7,MEDIUM
BES-0341,Multi party confidential verifiable electronic voting scheme based on blockchain,10.1186/s13677-024-00723-8,0.9,HIGH
BES-0342,ZkSNARKs and Ticket-Based E-Voting: A Blockchain System Proof of Concept,10.56294/dm2024.341,0.9,HIGH
BES-0343,Improving Election Integrity: Blockchain and Byzantine Generals Problem Theory in Vote Systems,10.3390/electronics13101853,0.9,HIGH
BES-0344,Design of Blockchain-based Secured Election Voting System,10.1109/sceecs61402.2024.10481966,0.7,MEDIUM
BES-0345,Immutable and Transparent Electronic Voting Platform Leveraging Blockchain Technology,10.36948/ijfmr.2024.v06i03.19520,0.9,HIGH
BES-0346,Blind Vote: Economical and Secret Blockchain-Based Voting,10.1109/blockchain62396.2024.00016,0.9,HIGH
BES-0355,Secured Electronic Voting Using Ethereum Blockchain Technology,10.1109/WCONF61366.2024.10692159,0.9,HIGH
BES-0356,Z-Voting: A zero knowledge based confidential voting on blockchain,10.1109/SCIoT62588.2024.10570116,0.9,HIGH
BES-0362,Blockchain based Decentralized Petition System,10.48550/arXiv.2407.00534,0.7,MEDIUM
BES-0363,Anonymous voting using distributed ledger-assisted secure multi-party computation,10.1007/s41109-024-00650-2,0.9,HIGH
BES-0365,Enhanced Web based Multi-Platform E-voting Solution,10.1109/ICOSEC61587.2024.10722721,0.7,MEDIUM
BES-0366,Decentralizing Voting: Block Chain based E-Voting System Using Ethereum Smart Contracts,10.1109/ISCS61804.2024.10581197,0.9,HIGH
BES-0367,Smart and Secure E-Voting Application using Blockchain Technology,10.48175/ijarsct-15999,0.9,HIGH
BES-0368,Strengthening the Authentication Mechanism of Blockchain-Based E-Voting System Using Post-Quantum Cryptography,10.15575/join.v9i2.1305,0.9,HIGH
BES-0369,"Blockchain-based e-voting systems: Enhancing security, transparency and trust",10.30574/ijsra.2024.12.1.0707,0.9,HIGH
BES-0371,Systematic Review to Propose a Blockchain-based Digital Forensic Ready Internet Voting System,10.34190/iccws.19.1.2188,0.9,HIGH
BES-0372,Electronic Voting System using Blockchain and Machine Learning,10.1109/ic-etite58242.2024.10493453,0.9,HIGH
BES-0374,Development of an Electronic Voting System using Blockchain Technology and Deep Hybrid Learning,10.37394/23205.2024.23.18,0.9,HIGH
BES-0376,Block Chain Based Voting System,10.1109/icwite59797.2024.10502514,0.9,HIGH
BES-0377,EOS Blockchain-Based Electronic Voting System,10.1109/BRAINS63024.2024.10732348,0.9,HIGH
BES-0379,VoteChain: Promising a Secure and Transparent Election using Blockchain and Biometrics,10.1109/ICPECTS62210.2024.10780340,0.9,HIGH
BES-0380,E-Voting System Using Blockchain and Face Recognition,10.22214/ijraset.2024.60890,0.9,HIGH
BES-0381,Integrating Blockchain and Facial Recognition for a Decentralized and Tamper-Proof Voting System,10.1109/ICDICI62993.2024.10810799,0.9,HIGH
BES-0383,A Blockchain Technology Based Voting System,10.36948/ijfmr.2024.v06i06.32871,0.9,HIGH
BES-0384,Blockchain-Based Comparative Analysis of E-Voting Systems: A Review,10.1109/ASSIC60049.2024.10507924,0.7,MEDIUM
BES-0385,Next-Gen Voting: A Blockchain-Based e-Voting System for Fast and Secure Digital Elections,10.1109/IJCC64742.2024.10847284,0.9,HIGH
BES-0389,Effective E-Voting Mechanism Using Blockchain and IOT,10.1109/ICACCS60874.2024.10717141,0.9,HIGH
BES-0390,Unlocking Democracy: A Blockchain Odyssey in E-Voting Systems,10.1109/ASIANCON62057.2024.10838111,0.7,MEDIUM
BES-0392,Revolutionizing Voting: Blockchain-Powered E-Voting with Solana,10.1109/ICTEST60614.2024.10576075,0.7,MEDIUM
BES-0394,Comparative E-Voting Security Evaluation: Multi-Modal Authentication Approaches,10.1109/BCCA62388.2024.10844450,0.9,HIGH
BES-0395,Blockchain Voting: A Solution to the Challenges of Traditional Electoral Systems,10.1109/SSITCON62437.2024.10796778,0.7,MEDIUM
BES-0396,A Comprehensive Analysis of Blockchain-Based Voting Systems: Enhancing Transparency and Security,10.1145/3723178.3723275,0.7,MEDIUM
BES-0397,A Novel Approach to E-Voting With Group Identity-Based Identification and Homomorphic Encryption Scheme,10.1109/ACCESS.2024.3408670,0.7,MEDIUM
BES-0398,A Survey on Decentralized Voting System Using Blockchain Technology,10.22214/ijraset.2024.66092,0.9,HIGH
BES-0399,Enhancing the Security of Digital Voting Systems: A Blockchain-Based Decentralized Approach for Future Electronic Voting Systems,10.48175/ijarsct-18787,0.9,HIGH
BES-0400,BLOCKCHAIN DEMOCRACY EVALUATING A SECURE VOTING SYSTEM,10.56726/irjmets50478,0.9,HIGH
BES-0401,"E-Voting in India: A Secure, Transparent, and Cost-Efficient Future Through Blockchain and Aadhaar Integration",10.36948/ijfmr.2024.v06i05.27572,0.9,HIGH
BES-0402,Integrating Aadhaar Cards and Blockchain Technology with Smart Contracts to Enable Security in Online Voting,10.1109/ic2pct60090.2024.10486324,0.9,HIGH
BES-0403,Blockchain Voting System- An NFT-Based Approach,10.55524/ijircst.2024.12.5.9,0.9,HIGH
BES-0404,Digital Voting Application using Blockchain Technology,10.55041/ijsrem32302,0.9,HIGH
BES-0405,A Multi-Candidate Self-Tallying Voting Scheme Based on Smart Contracts,10.3390/cryptography8030042,0.9,HIGH
BES-0406,Digital Voting with Blockchain using Interplanetary File System and Practical Byzantine Fault Tolerance,10.48084/etasr.8440,0.9,HIGH
BES-0407,The New Era of Voting Using Blockchain Technology,10.15680/ijirset.2024.1305171,0.9,HIGH
BES-0408,Digitalized Voting System using Blockchain Technology,10.48175/ijarsct-17955,0.9,HIGH
BES-0409,Secure Routing E-voting Protocol based on Wireless Sensor Network Platform with Block chain,10.37391/ijeer.120432,0.9,HIGH
BES-0411,"Secure-Tech Triad Enhancing Electronic Voting System Security through Integrated Blockchain, AI, and IoT Technologies",10.1051/itmconf/20246301011,0.9,HIGH
BES-0415,A Review on Online Voting System using Face Recognition and Blockchain,10.48175/ijarsct-22867,0.7,MEDIUM
BES-0416,Design and Implementation of a Secure and Transparent E-Voting System Using Blockchain Technology and Hybrid Encryption; the case of Africa,10.1109/SmartBlock4Africa61928.2024.10779535,0.9,HIGH
BES-0417,A Secure and Transparent Voting System Framework Using Finger Vein and Blockchain Technology,10.1109/CICN63059.2024.10847554,0.9,HIGH
BES-0421,Blockchain-Based E-Voting System: A Decentralized Approach on the Ethereum Private Network,10.33795/ijfte.v3i1.6095,0.9,HIGH
BES-0422,Securing Elections with Blockchain: A Review of Blockchain based E-Voting Systems,10.1109/ICACCM61117.2024.11059072,0.9,HIGH
BES-0423,The Use of Blockchain to Prevent Vote Manipulation in E-Voting for Electronic General Meetings of Shareholders in Indonesia,10.46799/ajesh.v3i12.465,0.7,MEDIUM
BES-0424,Strategic Integration of Blockchain Technology to Establish a Robust and Secure E-Voting System,10.1109/ICAAIC60222.2024.10575586,0.7,MEDIUM
BES-0425,A Privacy-Preserving E-Voting System Using Blockchain and Linkable Ring Signatures,10.1109/IC3IT63743.2024.10869355,0.9,HIGH
BES-0426,Building Voting Systems for a Fairer Future: Exploring Blockchain based E-voting with Ethereum for National Elections,10.1109/ICBDS61829.2024.10837039,0.9,HIGH
BES-0427,Secure and Immutable Blockchain-Based E-Voting for Efficient Overseas e-Voting,10.1109/WF-IoT62078.2024.10811413,0.9,HIGH
BES-0428,Secured and Decentralized System for e-voting with Hybrid Cryptography and Blockchain,10.1080/03772063.2024.2373889,0.9,HIGH
BES-0430,Evaluating the Security Impact of Face Recognition and IoT-Enabled Blockchain on Electronic Voting Machines,10.1109/IDICAIEI61867.2024.10842869,0.7,MEDIUM
BES-0432,Revolutionizing Electoral Integrity With A CNN-Powered Smart Voting System Using Advanced Facial Recognition Techniques,10.1109/PuneCon63413.2024.10895506,0.9,HIGH
BES-0434,Unleashing Innovation: Experimental Evaluation of Blockchain Assisted Electronic Voting System Using Secured Authentication Scheme,10.1109/ISCS61804.2024.10581204,0.9,HIGH
BES-0437,Design and Implementation of a Decentralized Voting System Using Volta Blockchain,10.1109/Wintechcon61988.2024.10837904,0.9,HIGH
BES-0438,A Systematic Survey on E-VOTING SYSTEM USING BLOCKCHAIN TECHNOLOGY,10.55041/ijsrem28897,0.9,HIGH
BES-0439,Analysis of Coercion-Resistant for E-Voting System based on Blockchain,10.22214/ijraset.2024.58856,0.7,MEDIUM
BES-0443,Success Factors for Conceptual Digital Voting Model,10.13052/jmm1550-4646.2042,0.7,MEDIUM
BES-0444,Ox-Ethnio: Blockchain E-Voting System,10.22214/ijraset.2024.58239,0.9,HIGH
BES-0445,A Blockchain-Powered E-Voting System with SHA-256 Encryption,10.55041/ijsrem32060,0.9,HIGH
BES-0446,Blockchain Democracy: A Case for Constituency-Centric E-Voting on Private Ethereum Networks,10.1109/COMSNETS59351.2024.10427346,0.7,MEDIUM
BES-0447,Securing Democracy: Implementing a Blockchain-Based E-Voting System in Libya,10.1109/MI-STA61267.2024.10599690,0.9,HIGH
BES-0448,Implementasi Sistem E-Voting Berbasis Blockchain: Mendefinisikan Masa Depan Demokrasi yang Lebih Inklusif,10.14421/jrh.v7i1.3537,0.7,MEDIUM
BES-0449,Enhancing Trust and Security in E-Voting: A Comprehensive Review of Blockchain and NFC Integration,10.22214/ijraset.2024.61170,0.9,HIGH
BES-0450,Secure E-voting: Leveraging Blockchain technology and Face recognition for enhanced authentication,10.1109/ICAC2N63387.2024.10895391,0.9,HIGH
BES-0451,E-Voting Application Development Utilizing Blockchain Technology: Evaluation of Blockchain's Usage to Solve E-Voting Data Security Problem,10.1109/ICAAEEI63658.2024.10899136,0.7,MEDIUM
BES-0452,"Advancing Electoral Processes: A Novel E-Voting Model Integrating Iris Scans, Raspberry Pi, and Blockchain Technology",10.55041/ijsrem31456,0.9,HIGH
BES-0453,Development of an E-Voting Scheme through a Blockchain-Enabled Approach with Deep Hybrid Learning for Biometric Authentication,10.1109/I2CT61223.2024.10543350,0.9,HIGH
BES-0454,Scalability Evaluation of zk-SNARK Authentication in Blockchain-Based E-Voting,10.1109/SCISISIS61014.2024.10760236,0.9,HIGH
BES-0455,Blockchain-Powered E-Voting: A Pathway to SDG 16 Transparent and Inclusive Elections,10.1109/ICTBIG64922.2024.10911876,0.9,HIGH
BES-0456,Implementing a Blockchain-based E-Voting System for India: Mitigating Security Challenges through Aadhaar Card Authentication,10.22214/ijraset.2024.61173,0.9,HIGH
BES-0457,E-Voting 2.0: A Blockchain Blueprint for Secure Elections,10.1109/ICPIDS65698.2024.00048,0.7,MEDIUM
BES-0458,Blockchain Adoption in E-Voting in Malaysian Higher Education: Concept paper,10.21834/e-bpj.v9isi18.5488,0.7,MEDIUM
BES-0461,Decentrailized E-Voting System Using Blockchain,10.9790/0050-11050713,0.9,HIGH
BES-0462,Blockchain-Enabled E-Voting: A Path To Secure And Transparent Elections,10.1109/AECE62803.2024.10911231,0.9,HIGH
BES-0465,Neural-Based Secured Decentralized E-Voting Framework using Blur Image Broadcasting,10.33166/aetic.2024.04.004,0.9,HIGH
BES-0467,Securing the Ballot: Ganache's Role in Modernizing E-Voting,10.1109/ICSES63445.2024.10763353,0.7,MEDIUM
BES-0468,Design and Implementation of a Blockchain-Based Voting System,10.22624/aims/cisdi/v15n4p6,0.9,HIGH
BES-0469,Integrating Blockchain Technology for Privacy-Preserving and Tamper-Proof Electronic Voting in Modern Electoral Systems,10.20533/ijicr.2042.4655.2024.0158,0.9,HIGH
BES-0470,Optimizing Electoral Integrity: Real-Time Control of Eligibility with Hyperledger Fabric Blockchain,10.9734/cjast/2024/v43i104436,0.9,HIGH
BES-0471,EVOTE: A Decentralized Blockchain - Based Electoral Platformfor Upcoming Elections,10.1109/NKCon62728.2024.10774963,0.9,HIGH
BES-0472,USING ARTIFICIAL INTELLIGENCE TO ANALYZE AND PREDICT ELECTORAL ACTIVITY IN BLOCKCHAIN VOTING SYSTEMS,10.52167/1609-1817-2024-133-4-223-234,0.9,HIGH
BES-0473,Tlaotic: Blockchain-Based Digital Ballot Box Compatible with Mexican Electoral Processes,10.1109/ARGENCON62399.2024.10735899,0.9,HIGH
BES-0474,Elegant Techniques and Methods for Blockchain-Powered Electronic Voting Systems,10.1109/ICCICA60014.2024.10585055,0.7,MEDIUM
BES-0475,Towards Secure and Transparent Elections: A Review of Electronic Voting Integrated with Blockchain Technology,10.22214/ijraset.2024.62293,0.7,MEDIUM
BES-0476,BIOLOGICAL AUTHENTICATION VOTING SYSTEM USING BLOCKCHAIN,10.55041/ijsrem34142,0.7,MEDIUM
BES-0477,SECURING THE VOTE: LEVERAGING ANOMALY DETECTION IN BLOCKCHAIN SYSTEMS,10.63458/ijerst.v2i4.97,0.7,MEDIUM
BES-0479,Cross-Chain Blockchain Voting System with NFT-Based Authentication,10.1145/3719384.3719452,0.9,HIGH
BES-0480,Revolutionizing Democracy: Leveraging Blockchain for Secure and Transparent Online Voting,10.1109/IC-CGU58078.2024.10530658,0.7,MEDIUM
BES-0483,"vSPACE: Voting in a Scalable, Privacy-Aware and Confidential Election",10.48550/arXiv.2403.05275,0.9,HIGH
BES-0484,B Vote: Block chain Based Voting System,10.59256/ijire.20240502001,0.9,HIGH
BES-0485,Establishing Trust in Online Voting: Blockchain Solutions for Secure Elections with Immutability and Efficiency,10.1109/ICICAT62666.2024.10923486,0.7,MEDIUM
BES-0487,Ballot Casting System using Blockchain Technology,10.1109/ICSADL61749.2024.00127,0.7,MEDIUM
BES-0490,Privacy-Preserving E-Voting Scheme with Dynamically Involved Voters,10.1109/ICSIP61881.2024.10671491,0.9,HIGH
BES-0494,Information and computing system based on smart contracts for online voting,10.21869/2223-1536-2024-14-3-48-62,0.7,MEDIUM
BES-0495,Exploring blockchain-integrated voting system technologies,10.1117/12.3027111,0.9,HIGH
BES-0496,"A Blockchain-Powered Voting System for Enhanced Accuracy, Security, and Voter Confidence",10.55041/ijsrem38021,0.9,HIGH
BES-0497,Proof of Stake Based Voting System Using Block Chain,10.1109/SMART63812.2024.10882186,0.7,MEDIUM
BES-0498,Self-Tallying Voting with Blockchain in Wireless Network Environment,10.1109/MWC.014.2300520,0.9,HIGH
BES-0499,Enhancing Trust and Transparency with Blockchain-Powered Remote Electronic Voting,10.1109/ICCCCM61016.2024.11039910,0.7,MEDIUM
BES-0500,Blockchain Based Voting System for Secure and Transparent Electoral Processes,10.1109/ICACCS60874.2024.10717101,0.9,HIGH
BES-0503,INNOVATIVE IT SOLUTIONS TO ENHANCE THE EFFECTIVENESS OF ELECTRONIC ELECTIONS THROUGH BLOCKCHAIN,10.52167/1609-1817-2024-132-3-339-349,0.9,HIGH
BES-0505,Opportunities and Challenges in Elections Through E-Voting: An Analysis on Voters Participation,10.1109/ISC260477.2024.11004139,0.7,MEDIUM
BES-0506,Design and Development of Block Chain Technology Based Small Scale Institutional Voting System,10.1109/icscna63714.2024.10864372,0.9,HIGH
BES-0508,Blockchain Voting Machines: An Approach to Election Security,,0.7,MEDIUM
BES-0509,PERANCANGAN E-VOTING  BERBASIS SMART CONTRACT MENGGUNAKAN KEAMANAN ALGORITMA KONSENSUS PROOF-OF-STAKE,,0.7,MEDIUM
BES-0510,Blockchain and Electronic Voting: An Electronic Voting Hyperledger Fabric System based on the Portuguese electoral voting system,,0.9,HIGH
BES-0511,Assessing the role of blockchain-based voting systems in electoral processes,,0.7,MEDIUM
BES-0512,Enhancing Security in E-Voting through Blockchain Integration and Aadhaar Card Authentication,,0.7,MEDIUM
BES-0513,Examining the Role of ICT in Addressing Potential Issues in Indonesian Absentee Voting in Malaysia,10.24269/ars.v12i3.11575,0.7,MEDIUM
BES-0524,"Diseño y prototipo de un sistema de auditoría y control electoral para los procesos de escrutinios y publicación de resultados basado en DLT : Análisis, diseño e implementación del prototipo del sistema de cadena de bloques (infraestructura, contratos inteligentes y aplicación)",,0.9,HIGH
BES-0525,Diseño y prototipo de un sistema de auditoría y control electoral para los procesos de escrutinios y publicaciones de resultados basados en DLT : diseño e implementación del prototipo del sistema de seguridad.,,0.7,MEDIUM
BES-0526,Diseño y prototipo de un sistema de auditoria y control electoral para los procesos de escrutinios y publicación de resultados basados en DLT : diseño e implementación del prototipo del sistema de archivos descentralizado .,,0.7,MEDIUM
BES-0533,Blockchain y Web 3.0: Creación de una Plataforma Electoral,,0.7,MEDIUM
BES-0538,"Biometric voting integrated with Islamic political principles: to

enhance democracy in Bangladesh's e-voting system",,0.7,MEDIUM
BES-0554,Metaverse governance: An empirical analysis of voting within Decentralized Autonomous Organizations,10.1016/j.jbusres.2023.113764,0.7,MEDIUM
BES-0555,Blockchain-Based E-Voting Systems: A Technology Review,10.3390/electronics13010017,0.9,HIGH
BES-0556,E-Voting Meets Blockchain: A Survey,10.1109/access.2023.3253682,0.7,MEDIUM
BES-0560,Verifiable Mix-Nets and Distributed Decryption for Voting from Lattice-Based Assumptions,10.1145/3576915.3616683,0.7,MEDIUM
BES-0561,Privacy-Preserving E-Voting System Supporting Score Voting Using Blockchain,10.3390/app13021096,0.9,HIGH
BES-0566,A remote and cost‐optimized voting system using blockchain and smart contract,10.1049/blc2.12021,0.7,MEDIUM
BES-0567,Blockchain-Based Secure Voting Mechanism Underlying 5G Network: A Smart Contract Approach,10.1109/access.2023.3297492,0.9,HIGH
BES-0568,"ACB-Vote: Efficient, Flexible, and Privacy- Preserving Blockchain-Based Score Voting With Anonymously Convertible Ballots",10.1109/tifs.2023.3287394,0.9,HIGH
BES-0569,PVPBC: Privacy and Verifiability Preserving E-Voting Based on Permissioned Blockchain,10.3390/fi15040121,0.9,HIGH
BES-0571,Conceptual Architecture of a Blockchain Solution for E-Voting in Elections at the University Level,10.1109/access.2023.3247964,0.7,MEDIUM
BES-0572,E-voting System Based on Ethereum Blockchain Technology Using Ganache and Remix Environments,10.30684/etj.2023.135464.1273,0.7,MEDIUM
BES-0574,Blockchain and Internet of Things (IoT) Enabled Smart E-Voting System,10.1109/idciot56793.2023.10053462,0.7,MEDIUM
BES-0577,Designing a Blockchain-Enabled Methodology for Secure Online Voting System,10.1109/idciot56793.2023.10053410,0.7,MEDIUM
BES-0580,"ElectAnon: A Blockchain-based, Anonymous, Robust, and Scalable Ranked-choice Voting Protocol",10.1145/3598302,0.9,HIGH
BES-0583,A Secure Decentralized E-Voting with Blockchain &amp; Smart Contracts,10.1109/confluence56041.2023.10048871,0.9,HIGH
BES-0584,SBvote: Scalable Self-Tallying Blockchain-Based Voting,10.1145/3555776.3578603,0.9,HIGH
BES-0588,ECC-EXONUM-eVOTING: A Novel Signature-Based e-Voting Scheme Using Blockchain and Zero Knowledge Property,10.1109/ojcoms.2023.3348468,0.9,HIGH
BES-0589,Blockchain-Based Electronic Voting: A Secure and Transparent Solution,10.3390/cryptography7020027,0.9,HIGH
BES-0590,Secure Voting Website Using Ethereum and Smart Contracts,10.3390/asi6040070,0.9,HIGH
BES-0591,How Hard is Takeover in DPoS Blockchains? Understanding the Security of Coin-based Voting Governance,10.1145/3576915.3623171,0.7,MEDIUM
BES-0594,Distributed Anonymous e-Voting Method Based on Smart Contract Authentication,10.3390/electronics12091968,0.9,HIGH
BES-0598,Secure and Transparent Elections: Exploring Decentralized Electronic Voting on P2P Blockchain,10.34306/ajri.v5i1sp.959,0.7,MEDIUM
BES-0604,Blockchain Technology in Improving Transparency and Efficiency in Government Operations,10.1109/ecai58194.2023.10194154,0.7,MEDIUM
BES-0607,Decentralized and Automated Online Voting System using Blockchain Technology,10.1051/e3sconf/202343001046,0.7,MEDIUM
BES-0608,Security Attacks on E-Voting System Using Blockchain,10.52866//ijcsm.2023.02.02.016,0.9,HIGH
BES-0609,Smart Contracts and Blockchain based E-Voting,10.1109/iciccs56967.2023.10142675,0.7,MEDIUM
BES-0610,Online Voting Scheme Using IBM Cloud-Based Hyperledger Fabric with Privacy-Preservation,10.3390/app13137905,0.9,HIGH
BES-0612,BBB-Voting: Self-Tallying End-to-End Verifiable 1-out-of-k Blockchain-Based Boardroom Voting,10.1109/blockchain60715.2023.00054,0.9,HIGH
BES-0615,E-participation System: Leveraging Blockchain Technology to Enhance Democratic Engagement,10.1109/icetas59148.2023.10346551,0.9,HIGH
BES-0618,A Privacy-Preserving Blockchain-based E-voting System,10.48550/arXiv.2307.08412,0.9,HIGH
BES-0623,Review on blockchain-based e-voting systems,10.1145/3605423.3605435,0.9,HIGH
BES-0625,Design and Implementation of a Blockchain-based e-Voting system by using the Algorand platform,10.1145/3555776.3577750,0.9,HIGH
BES-0628,Use of Blockchain Technology in Electronic Voting Systems: An Overview from Computer Security,10.1109/iccsai59793.2023.10420927,0.7,MEDIUM
BES-0630,A Decentralized and Immutable E-Voting System using Blockchain,10.1109/icscss57650.2023.10169552,0.7,MEDIUM
BES-0631,Blockchain based E-Voting Application – A Survey,10.1109/icscds56580.2023.10104596,0.9,HIGH
BES-0632,Blockchain-Based E-Voting System with Face Recognition,10.54216/fpa.120104,0.9,HIGH
BES-0633,Implementasi Teknologi Blockchain dalam Aplikasi E-Voting Berbasis Mobile,10.31849/digitalzone.v14i2.16682,0.7,MEDIUM
BES-0634,The Blockchain Conceptual Model to Prevents Fraud and Increase Transparency In The Presidential Election In Indonesia,10.1109/icced60214.2023.10425635,0.7,MEDIUM
BES-0635,New Blockchain-Based Publicly Traceable Self-Tallying Voting Protocol,10.1109/tnse.2023.3336516,0.9,HIGH
BES-0641,Optimizing Gas Fees for Cost-Effective E-voting Smart Contracts on the Ethereum Blockchain,10.1109/icac60630.2023.10417420,0.7,MEDIUM
BES-0643,HAC-Bchain: A Secure and Scalable Blockchain-Shard Based E-Voting System,10.1109/temscon-aspac59527.2023.10531344,0.9,HIGH
BES-0644,Online voting management system based on Blockchain,10.1109/ines59282.2023.10297916,0.7,MEDIUM
BES-0645,Secure Blockchain-Based Electronic Voting Mechanism,10.34028/iajit/20/2/12,0.9,HIGH
BES-0652,An Approach Towards Decentralized E-Voting,10.1109/icetet-sip58143.2023.10151527,0.9,HIGH
BES-0653,A novel smart contract based blockchain with sidechain for electronic voting,10.11591/ijece.v14i1.pp617-630,0.9,HIGH
BES-0654,Blockchain and smart contract enabled smart and secure electronic voting system,10.1504/ijeg.2023.130173,0.9,HIGH
BES-0655,Optimization of Blockchain Based E-voting,10.1109/icbir57571.2023.10147663,0.7,MEDIUM
BES-0656,An Implementation and Analysis of Zero Knowledge Based E-Voting Solution With Proof of Vote on Public Ethereum Blockchain,10.1109/metacom57706.2023.00081,0.9,HIGH
BES-0657,DBE-voting: A Privacy-Preserving and Auditable Blockchain-Based E-Voting System,10.1109/icc45041.2023.10279692,0.9,HIGH
BES-0665,A Blockchain-based Electronic Voting System: EtherVote,10.48550/arXiv.2307.10726,0.7,MEDIUM
BES-0668,Blockchain-based decentralized voting system security Perspective: Safe and secure for digital voting system,10.48550/arXiv.2303.06306,0.7,MEDIUM
BES-0669,A Secure and Decentralized Method of E-voting using Blockchain and Smart Contracts,10.1109/iciccs56967.2023.10142546,0.7,MEDIUM
BES-0670,Cryptcast: E-Voting System Utilizing Blockchain,10.1109/icast59062.2023.10455047,0.9,HIGH
BES-0671,E-Voting Using Blockchain: A Systematic Literature Review,10.1109/ice3is59323.2023.10335317,0.7,MEDIUM
BES-0673,Voting Application using Blockchain Technology,10.22214/ijraset.2023.54001,0.9,HIGH
BES-0674,Research on E-voting Based on Blockchain,10.1109/ccet59170.2023.10335141,0.7,MEDIUM
BES-0675,Ether Vote: Revolutionizing Elections with Blockchain-Powered Electronic Voting System,10.1109/smartgencon60755.2023.10442887,0.7,MEDIUM
BES-0677,A Privacy Protection Method of Blockchain-Based E-Voting Using Homomorphic Encryption and Order-Preserving Encryption,10.1109/icaica58456.2023.10405563,0.9,HIGH
BES-0678,Blockchain based Electronic Voting System Design with Smart Contracts,10.1109/isci58771.2023.10391913,0.9,HIGH
BES-0679,An On-Site Electronic Voting System Using Blockchain and Biometrics,10.34028/iajit/20/5/13,0.9,HIGH
BES-0680,Enhancing Trustworthiness and Interoperability of Electronic Voting Systems through Blockchain Bridges,10.28991/hij-2023-04-04-04,0.7,MEDIUM
BES-0684,Blockchain and SDN-IoT based secured voting system,10.1109/i3cs58314.2023.10127253,0.7,MEDIUM
BES-0685,Empowering Secure and Cost-Efficient Blockchain Electronic Voting by Optimized ZK-SNARK Algorithm,10.1109/iceei59426.2023.10346804,0.9,HIGH
BES-0686,Online Voting System using Face Recognition and Blockchain,10.48175/ijarsct-8547,0.7,MEDIUM
BES-0692,Authentication of Voter Using Convolutional Neural Network and Blockchain,10.1109/ictacs59847.2023.10390084,0.9,HIGH
BES-0694,A Voting System Using Block Chain A Deep Survey,10.1109/icacite57410.2023.10183312,0.9,HIGH
BES-0695,Cloud Based Voting System Using Blockchain Technology,10.1109/ICAC3N60023.2023.10541707,0.7,MEDIUM
BES-0697,Secure and Decentralized Anonymous E-Voting Scheme,10.1145/3564746.3587107,0.9,HIGH
BES-0698,"Blockchain Electoral Vote Counting Solutions: A Comparative Analysis of Methods, Constraints, and Approaches",10.1109/icabcd59051.2023.10220467,0.9,HIGH
BES-0700,Decentralized E-Voting System Using Ethereum Blockchain Technology,10.4028/p-0zwk07,0.9,HIGH
BES-0702,Survey on Decentralized Democracy: Blockchain Voting System,10.55041/ijsrem26786,0.7,MEDIUM
BES-0703,Securing E-Voting using Hyperledger Fabric: A Permissioned Blockchain Approach,10.1109/ocit59427.2023.10431056,0.9,HIGH
BES-0704,A Robust Blockchain Assisted Electronic Voting Mechanism with Enhanced Cyber Norms and Precautions,10.1109/iconstem56934.2023.10142750,0.7,MEDIUM
BES-0705,A Blockchain-Based E-Voting System for India: Addressing Security Challenges with Aadhaar Card Authentication,10.1109/icpcsn58827.2023.00207,0.9,HIGH
BES-0706,Revolutionizing College Elections with a Secure Blockchain Voting Solution,10.1109/icccmla58983.2023.10346825,0.7,MEDIUM
BES-0707,Secured Voting System based on Blockchain,10.1109/icaiss58487.2023.10250456,0.7,MEDIUM
BES-0708,Design and Implementation of Blockchain-based Anonymous Electronic Voting System,10.1109/bmsb58369.2023.10211580,0.9,HIGH
BES-0709,MyVote - Blockchain Based Online Voting System,10.47001/irjiet/2023.704041,0.9,HIGH
BES-0710,Secure Digital Voting System on Blockchain,10.48175/ijarsct-13850,0.7,MEDIUM
BES-0711,Evaluating the Public Perception of a Blockchain-Based Election,10.1145/3585059.3611439,0.7,MEDIUM
BES-0712,Decentralized Blockchain based Online Voting System with Biometric Authentication,10.1109/icces57224.2023.10192776,0.9,HIGH
BES-0713,DECENTRALISED ONLINE VOTING SYSTEM,10.56726/irjmets40446,0.9,HIGH
BES-0714,Smart Voting Platform (Secured Digital Voting System) Uses Blockchain Technology and Biometric Authentication,10.7753/ijsea1205.1029,0.7,MEDIUM
BES-0715,Blockchain Based Voting Framework With Non-Transferable Non-Fungible Tokens,10.1109/icit58056.2023.10225885,0.9,HIGH
BES-0716,Electronic Voting Through Blockchain: A Survey,10.1109/hora58378.2023.10156749,0.9,HIGH
BES-0717,Investigating the Effectiveness of Using Blockchain Technology for Secure and Transparent Voting Systems,10.32628/ijsrst523102120,0.7,MEDIUM
BES-0718,Electronic Voting System based on Blockchain for Sri Lanka: Conceptual Overview,10.21275/sr23125232540,0.7,MEDIUM
BES-0719,Digital Forensic Readiness Model for Internet Voting,10.34190/eccws.22.1.1186,0.7,MEDIUM
BES-0727,Blockchain-based Electronic Voting: Case of Student Council Polls,10.1109/ZCICT59466.2023.10528421,0.7,MEDIUM
